resource_code,resource_name,resource_type,common_name,unit,price_median,price_min,price_max,price_mean,variant_count,currency,usage_count,tech_group,variable_parts_sample
RIKA-RI-KAVO-KANE,Rollers for removing road markings with self-propelled demarcation machines,abstract_material,,set,683.32,60.95,3015.88,1362.45,1,EUR,2,NESA-MEVO-KAKAME,"Milling drum with pentagonal blades for removing road markings with demarcation machines, milling width 200 mm • Aluminum rolling roller, working load 20 kN, breaking load TOLI.SA kN, wire diameter up"
RINE-ME-KAME-KATO,Pressure strips,abstract_material,"Steel pressure strips, length 3000 mm, width 31 mm, thickness ME.SA mm",t,5080.92,5080.92,5080.92,5080.92,1,EUR,2,SAME-KAME-KAMETO,
RISA-ME-KASA-KANE,Counter rails,abstract_material,RK50 counter rails,t,594.79,0,594.79,495.66,1,EUR,2,SADX-KASA-KAKAME,
RILI-RI-KAME-KASA,Suspensions,abstract_material,,pcs,54.04,38.3,69.77,54.04,2,EUR,2,NEME-MERI-KAKAME,Sliding trolleybus suspension with I-KA.LI insulator and ZPV-2 clamp • Paired trolleybus suspension with ZPV clamp and I-1.2P insulator
RILI-RI-KARI-KARI,String insulators,abstract_material,Yarn insulator,pcs,42.25,24.23,91.68,50.1,4,EUR,2,NEME-KASA-KAKARI,IP-1 for 700 kgf • IP-ME.RI • IP-ME.LI • IP-2 for 1200 kgf
MEPU-RI-KAME-KAPU,"Two-component epoxy composition containing bitumen, urethane, and xylene for creating an adhesive protective layer between asphalt and polymer coating",abstract_material,"Two-component epoxy composition containing bitumen, urethane, and xylene for creating an adhesive pr",kg,93.47,93.47,93.47,93.47,1,EUR,2,RINE-KAME-KAKANE,
KALI-TO-KATO-KADX,Anti-vandal cable pipe,abstract_material,,set,84.7,12.01,203.17,114.18,1,EUR,2,MESA-KASA-KATORI,Transportation of Class I cargoes in tank trucks with a tank capacity of up to 8 m3 on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargoes in tank trucks with a tank
RISA-ME-KANE-MERI,"Elastomeric mats, polyurethane-based",abstract_material,Polyurethane-based elastomeric mats with a non-woven fabric top layer for vibration isolation of rai,m2,968.05,968.05,968.05,968.05,1,EUR,2,NEKA-KADX-KAKAME,
RIKA-TO-KATO-KATO,Light fixtures with incandescent lamps,abstract_material,Light fixture,pcs,14.74,1.89,343.43,42.48,40,EUR,2,PUTO-KANE-KAKATO,"explosion-proof with a silicate glass diffuser, number of lamps 1, power 100 W, IP65, width 190 mm, length 360 mm • explosion-proof with a silicate glass diffuser, number of lamps 1, power 200 W, IP65"
RIKA-TO-KATO-KAPU,Luminaires with fluorescent or mercury lamps,abstract_material,Light fixture,pcs,176.7,7.93,1016.77,189.4,97,EUR,2,PUTO-KANE-KAKASA,"Indoor lighting with fluorescent lamps, dust and moisture resistant, power 2x40 W, EmPRA, dimensions 1325x148x220, IP53 • Recessed fluorescent lamp for slatted ceilings, power 2x18 W, IP54, EPRA • rec"
KADX-RI-KARI-KARI,Suspended slatted ceilings made of aluminum profiles,abstract_material,Aluminum panels for suspended slatted ceilings,m2,41.33,16.48,67.68,42.83,12,EUR,2,MESA-MEKA-KAKAVO,"without perforation, anodized, superchrome color, width 150 mm, length 4000 mm • without perforation, white color, width 150 mm, length 3000 mm • without perforation, matte white color, width 100 mm, "
RIKA-RI-KALI-KAPU,Covers for non-perforated tray,abstract_material,Tray,pcs,43.34,8.24,159.85,55.41,65,EUR,2,PUNE-KATO-KAKATO,"Cable tray without cover, hot-dip galvanized, non-perforated, dimensions 2500x100x50 mm • Cable tray without cover, hot-dip galvanized, non-perforated, dimensions 2500x200x50 mm • Cable tray without c"
METO-RI-KAME-KATO,Diabase blocks,abstract_material,Flagstone,m3,5.3,0.24,36.61,13.49,2,EUR,2,MEME-KAME-KARIRI,"Decorative rubble stone made of diabase, green color, fraction from 100 to 500 mm • Decorative rubble stone made of diabase, gray-white color, fraction from 100 to 500 mm • Decorative rubble stone mad"
RIPU-RI-KASA-KARI,Chrysotile cement pipes,abstract_material,"Perforated chrysotile cement drainage pipes, nominal diameter",m,19.82,1.52,53.25,23.22,5,EUR,2,TOTO-KAME-KARISA,100 mm • 150 mm • 200 mm • 300 mm • 400 mm
MEME-RI-MEME-KAPU,"Water-resistant hardwood plywood, grade FSF, class I/II, sanded",abstract_material,Plywood,m3,1254.76,621.29,3126.64,1331.2,122,EUR,2,MENE-KAPU-KAKASA,"General purpose, made of hardwood veneer with increased water resistance, FSF, grade I/II, thickness 10 mm • General purpose, made of hardwood veneer with increased water resistance, FSF, grade I/II, "
MELI-TO-KARI-MENE,Fireclay and fireclay-silicon carbide products for tubular recuperators,abstract_material,Fireclay refractory products for tubular recuperators,t,1476.29,765.3,2278.59,1479.55,8,EUR,2,RINE-KAPU-KANETO,"SHAR A-12, A-16, A-17 • SHAR A-13, A-14 • SHAR A-3, A-4, A-5, A-8, A-11 • SHAR A-6, A-9 • SHBR A-12, A-16, A-17 • SHBR A-13, A-14 • SHBR A-3, A-4, A-5, A-8, A-11 • SHBR A-6, A-9"
MELI-PU-KASA-KAPU,Packing compounds,abstract_material,Weight,t,1518.29,1163.65,1872.92,1518.29,2,EUR,2,RINE-KAPU-KALINE,"packed mullite-corundum, grade MK-80 • cold-packed low-shrinkage for aluminum electrolysers, grade MKNU"
MELI-TO-KARI-MELI,Lightweight fireclay thermal insulation products,abstract_material,Refractory fireclay thermal insulation products,t,2305.15,1490.27,15691.51,4199.19,30,EUR,2,RINE-KAPU-KASADX,"SHKL-ME.KA No. 23 • SHKL-ME.KA No. 5, 8 • SHKL-ME.KA No. 7, 22, 44, 45, 47 • SHKL-ME.TO No. 23 • SHKL-ME.TO No. 5, 8 • SHKL-ME.TO No. 7, 22, 44, 45, 47 • SHL-KA.PU (Sht-KA.PU) No. 1, 2, 23 • SHL-KA.PU"
MENE-RI-KATO-KAME,Ready-made lawns in rolls,abstract_material,Rolled turf,m2,7.15,6.45,7.95,7.19,3,EUR,2,PUVO-KAPU-KAKAME,parterre • sports • universal
MENE-RI-KARI-KAPU,Seedlings,abstract_material,,pcs,8.3,2.88,64.51,12.18,65,EUR,2,PUVO-KAME-KARIRI,"Japanese quince, height KA.SA-ME.KA m • Common barberry, height KA.LISA-ME.KA m • Ottawa barberry Purpurea, height KA.TO-KA.SA m • Twainberg barberry, height KA.TO-KA.SA m • European spindle tree, hei"
MEME-ME-KATO-KAPU,Gorb,abstract_material,"Coniferous timber, length",m3,122.49,113.03,131.95,122.49,2,EUR,2,MENE-KARI-KAMEDX,KA.VO-RI m • more than 2 m
MELI-PU-KASA-KAVO,Caustic magnesite powders,abstract_material,"Caustic magnesite powder, grade",t,1344.78,1283.32,1489.87,1365.69,4,EUR,2,RINE-KANE-KAKALI,PMK-75 • PMK-83 • PMK-87 • PMK-90
MERI-ME-KARI-KALI,Hydroglass insulation,abstract_material,"Rolled bitumen roofing and waterproofing material, polyester base, flexibility no",m2,10.87,9.85,14.36,11.7,3,EUR,2,RILI-KAME-KAPUSA,"above -10 °C, strength 350 N • below -5 °C, strength over 350 N, heat resistance not less than 100 °C • below -5 °C, strength not less than 350 N, heat resistance not less than 100 °C"
MEPU-PU-KAME-KAME,Primer,abstract_material,Primer,t,3156.58,2229.15,8872.67,4062.58,5,EUR,2,RIVO-KAME-KAMEPU,GF-0119 • GF-0163 • GF-017 • GF-021 • GF-032
KASA-TO-KARI-KAPU,Details,abstract_material,,pcs,20.86,5.31,46.17,26.52,1,EUR,2,RIVO-MEPU-KANEME,Transportation of Class I cargo by concrete mixer trucks with a drum capacity of up to 6 m3 on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargo by concrete mixer tr
KASA-TO-KAME-KAPU,Details,abstract_material,"Plaster wreath, diameter",pcs,69.33,44.97,93.69,69.33,2,EUR,2,RIVO-MEPU-KASALI,up to 500 mm • from 501 to 1000 mm
KASA-TO-KARI-KANE,Details,abstract_material,,pcs,20.86,5.31,46.17,26.52,1,EUR,2,RIVO-MEPU-KADXTO,Transportation of Class I cargo by concrete mixer trucks with a drum capacity of up to 6 m3 on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargo by concrete mixer tr
KASA-TO-KAME-KANE,Details,abstract_material,"Plaster garland, length along the bend",pcs,33.39,15.62,51.17,33.39,2,EUR,2,RIVO-MEPU-KAVOVO,up to 750 mm • from 751 to 1000 mm
KASA-TO-KARI-MERI,Details,abstract_material,,pcs,20.86,5.31,46.17,26.52,1,EUR,2,RIVO-MEPU-RITOME,Transportation of Class I cargo by concrete mixer trucks with a drum capacity of up to 6 m3 on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargo by concrete mixer tr
KASA-TO-KAME-MERI,Details,abstract_material,"Plaster lock mask, height",pcs,35.61,26.24,44.99,35.61,2,EUR,2,RIVO-MEPU-RIRINE,up to 250 mm • from 251 to 500 mm
MEVO-RI-KARI-KAPU,Washbasins,abstract_material,Stainless steel sink,set,139.61,35.91,302.19,145.71,6,EUR,2,TONE-KAME-KAPUKA,"steel for washing cleaning equipment, mop, dimensions 600x600x700 mm • steel with two bowls included, with siphon and fasteners, dimensions 800x500 mm • steel with two bowls included, with siphon and "
KAME-LI-MEDX-KANE,PRP sealing gaskets,abstract_material,Sealing gaskets,kg,9.29,9.06,9.51,9.29,2,EUR,2,SATO-KAME-KAKATO,PRP-40 • PRP-60
MEPU-ME-KAPU-KARI,Rubber adhesives,abstract_material,,kg,12.78,9.96,19.16,13.33,6,EUR,2,RILI-KASA-KAKALI,"Rubber adhesive, grade 2572 • Rubber adhesive, grade No. 4508 • Adhesive, grade 88-N • Adhesive, grade 88-NP • Adhesive, grade 88-SA • Adhesive, grade NT-150"
KAME-LI-MERI-KARI,Bentonite geomats,abstract_material,Bentonite mat,m2,5.98,5.91,7.16,6.35,3,EUR,1,SAPU-KASA-KAKAME,"waterproof woven and non-woven geotextile, bentonite granule weight not less than 4800 g/m2 • waterproof woven and non-woven geotextile with polyethylene film, bentonite granule weight not less than 4"
KAVO-ME-KAME-KAME,Gabion box structures,abstract_material,"Gabion structure made of mesh panels with a cell size of 130x130 mm, made of 6 mm diameter zinc-coat",pcs,4779.98,4500.14,5059.76,4779.96,3,EUR,1,SAPU-MERI-KAKAME,"(100 pcs), dimensions 4000x1500x1000 mm • (100 pcs), dimensions 4000x2000x1000 mm • (96 pcs), dimensions 4000x1000x1000 mm"
KAME-LI-MESA-KAPU,Screw,abstract_material,Screws,pcs,86.47,0,4558.56,1168.72,3,EUR,1,SAME-KATO-KAKAME,"head and cross-shaped slot, thread diameter M5, length 40 mm • head and straight slot, thread diameter M10, length 50 mm • head, length 50 mm • head, length 55-120 mm, made of 08X18H10 stainless steel"
RIME-RI-KATO-KARI,MGLF wire,abstract_material,Installation wire,1000 m,353.93,31.51,1568.69,470.29,39,EUR,1,TOME-KAME-KAMEKA,MGSHV 1x0.12-380 • MGSHV 1x0.14-380 • MGSHV 1x0.2-1000 • MGSHV 1x0.35-1000 • MGSHV 1x0.5-1000 • MGSHV 1x0.75-1000 • MGSHV 1x1.5-1000 • MGSHV 1x1-1000 • MGSHV 1x2.5-1000 • MGSHVE 1x0.12-380 • MGSHVE 1x
RITO-TO-MEME-KARI,Thermostabilizers,abstract_material,"Vertical soil thermostabilizer made of zinc-coated carbon steel with a heat-insulated section, evapo",pcs,399.34,295.92,485.33,395.44,7,EUR,1,MESA-METO-KAMEME,10 m • 11 m • 12 m • 13 m • 7 m • 8 m • 9 m
MEVO-TO-KAME-KARI,Fire hoses,abstract_material,"Fire hose, pressure",m,6.09,1.72,14.02,6.75,6,EUR,1,TONE-MESA-KAKARI,"latex-coated, diameter 150 mm • latex-coated, diameter 51 mm • latex-coated, diameter 66 mm • latex-coated, diameter 77 mm • latex-coated, diameter 89 mm • with a frame made of chemical or natural fib"
KASA-ME-KASA-MEKA,Solid square section piles,abstract_material,"Reinforced concrete piles, solid, square cross-section, for bridge supports, volume up to",m3,1077.02,697.12,1489.05,1068.34,12,EUR,1,MEVO-KAME-MEVOME,"ME.SA m3, B25 concrete, reinforcement consumption from 100 to 150 kg/m3 • ME.SA m3, B25 concrete, reinforcement consumption from 150 to 200 kg/m3 • ME.SA m3, B25 concrete, reinforcement consumption fr"
MEVO-SA-KAVO-KADX,Steel pipes,abstract_material,Steel pipes,t,8.96,0,8.96,7.47,1,EUR,1,TOPU-KASA-KAKAME,
RITO-VO-KATO-KADX,Freezing column head included,abstract_material,Corrosion-resistant steel flange,pcs,123.83,13.29,4842.36,369.27,200,EUR,1,MESA-MERI-KAMEKA,"10X17H13M2T with a temperature range of -40 °C to 450 °C, nominal pressure of KA.NE MPa, nominal diameter of 100 mm • 10X17H13M2T with an operating temperature range from -40 °C to 450 °C, nominal pre"
KAVO-ME-KARI-METO,Non-sealed metal hoses,abstract_material,,m,2.14,0.59,317.26,21.47,17,EUR,1,PUNE-KATO-KAKANE,"Corrugated steel duct for nuclear construction facilities, inner diameter 200 mm, strip thickness KA.NE mm • Metal hose made of aluminum strip, non-sealed, simple profile, RZ-AL-Kh, nominal diameter 2"
KASA-RI-KARI-MEKA,Polystyrene concrete wall blocks,abstract_material,,m3,288.76,233.06,504.32,320.45,12,EUR,1,MEVO-KAME-KASAPU,"Polystyrene concrete blocks, density D150 • Polystyrene concrete blocks, density D200 • Polystyrene concrete blocks, density D250 • Polystyrene concrete blocks, density D300 • Polystyrene concrete blo"
KAVO-ME-KASA-KAPU,Waste bins,abstract_material,Metal waste bin with lid,pcs,356.71,62.24,387.83,297.82,1,EUR,1,TONE-MENE-KAKASA,"without wheels, capacity 750 l, dimensions 930x958x1060 mm • on wheels, capacity 750 l, dimensions 900x900x1300 mm"
KALI-ME-KASA-KAME,Metal fire hatches (EI60),abstract_material,"LPF metal fire door, fire resistance rating EI 60, dimensions",m2,261.37,192.25,433.12,281.28,1,EUR,1,MEPU-KATO-KAKAPU,1000x1000 mm • 1150x1450 mm • 600x1000 mm • 600x600 mm • 600x700 mm • 600x800 mm • 600x900 mm • 700x1000 mm • 700x700 mm • 700x800 mm • 700x900 mm • 800x1000 mm • 800x600 mm • 800x800 mm • 800x900 mm 
KAVO-ME-KARI-RIPU,Mailboxes,abstract_material,"Metal mailbox, color",pcs,95.88,25.53,152.46,96.07,9,EUR,1,MEPU-KATO-KAKANE,"gray, 1 section, with lock, dimensions 380x270x80 mm • gray, 10 sections, with locks, dimensions 1035x330x150 mm • gray, 12 sections, with locks, dimensions 1225x330x150 mm • gray, 4 sections, with lo"
KALI-ME-KARI-KAME,Opening mechanisms for transoms (for manual opening),abstract_material,,pcs,84.7,12.01,203.17,114.18,1,EUR,1,SAME-KAVO-KAMETO,Transportation of Class I cargoes in tank trucks with a tank capacity of up to 8 m3 on dirt roads and winter roads for a distance of 1 km • Transportation of Class I cargoes in tank trucks with a tank
MEDX-TO-KARI-KAVO,Baskets for outdoor air conditioning units,abstract_material,"Refrigeration compressor, model C-K 175",pcs,143.83,143.83,143.83,143.83,1,EUR,1,TONE-MERI-KAVOLI,
RITO-TO-KAVO-KAME,Square steel pipes,abstract_material,"Electro-welded square steel pipes, dimensions",t,1569.45,1350.72,2881.04,1678.59,96,EUR,1,TOTO-KAPU-MELIVO,"100x100 mm, wall thickness 2 mm • 100x100 mm, wall thickness RI.SA mm • 100x100 mm, wall thickness 3 mm • 100x100 mm, wall thickness 4 mm • 100x100 mm, wall thickness 5 mm • 100x100 mm, wall thickness"
MEME-RI-METO-KAME,Covering panels,abstract_material,,m2,3.37,0.29,3.52,2.76,1,EUR,1,MENE-KASA-KARIRI,Loading onto motor vehicles: slag concrete blocks (using conveyors) • Unloading from motor vehicles: slag concrete blocks (using conveyors)
MEME-TO-KARI-KAME,Plastic window blocks,abstract_material,Window block made of,m2,140.31,105.2,257.02,150.15,37,EUR,1,RIME-KAME-KARIRI,"PVC double-leaf profile, with a fixed and tilt-and-turn sash, double-chamber double-glazed window with a thickness of 32 mm, area from ME.SAME to 2 m2 • Double-leaf PVC profile, fixed, with double-cha"
MEME-TO-KATO-METO,PVC corner,abstract_material,"PVC corners, dimensions",linear meters,9.83,1.27,23.27,12.99,1,EUR,1,RIVO-METO-KANENE,100x100 mm • 10x10 mm • 150x150 mm • 15x15 mm • 20x20 mm • 25x25 mm • 30x30 mm • 35x35 mm • 40x40 mm • 50x50 mm • 60x60 mm • 70x70 mm • 80x80 mm • 90x90 mm
MEME-RI-KASA-KAPU,Wooden gate boxes,abstract_material,"Box timber of coniferous species (spruce, pine), dry, class A, dimensions 50x70 mm",m,3.05,3.05,3.05,3.05,1,EUR,1,MENE-KANE-KAKARI,
MEME-TO-KAME-KATO,Balcony doors made of polyvinyl chloride profiles,abstract_material,Balcony door block made of,m2,286.46,255.37,360.35,298.44,12,EUR,1,RITO-KAME-KAMEPU,"PVC profiles, pivot with impost, double-chamber double-glazed window with a thickness of 32 mm, area over ME.SA m2 • PVC profiles, pivot with impost, double-chamber double-glazed window with a thickne"
MEME-RI-KADX-KAME,Facing plates,abstract_material,"Laminated chipboard with embossed surface, dimensions 2440x1830 mm, thickness",m2,922.66,463.04,1157.85,832.66,1,EUR,1,NELI-KAME-KAKATO,"10 mm, beige, gray, white decor • 10 mm, Bavarian beech (light), Oxford cherry, alder decor • 10 mm, dark Bavarian beech, cherry, walnut, graphite decor • 10 mm, natural beech, light wenge oak, sedan "
MEME-RI-KAPU-KARI,Oak strips,abstract_material,"Oak veins, size 15x15 mm",m,32.91,32.91,32.91,32.91,1,EUR,1,RIVO-MEVO-KAKANE,
MEME-RI-MEKA-KAME,Mosaic parquet,abstract_material,Mosaic parquet with pattern type,m2,183.54,148.91,218.17,183.54,2,EUR,1,RIVO-MEVO-KAKADX,"labyrinth, oak wood weave, rug dimensions 420x420x15 mm • oak wood weave, rug dimensions 600x600x15 mm"
MEME-RI-KATO-KARI,Laminate flooring,abstract_material,"Laminate flooring, wear resistance class",m2,18.32,7.86,30.86,19.87,8,EUR,1,RIVO-MEVO-KARIVO,"31, fire hazard class KM5 (G4, B3, D3, T4, RP4), thickness 7 mm • 31, fire hazard class KM5 (G4, B3, D3, T4, RP4), thickness 8 mm • 31, thickness 6 mm • 32, fire hazard class KM3 (G2, B2, D3, T2, RP2)"
KADX-RI-KATO-KARI,Aluminum alloy joint covering profiles (thresholds) with coating,abstract_material,,m,18.67,2.43,79.74,20.47,7,EUR,1,RIVO-MEVO-KARIDX,"Aluminum lower clamping profile complete with wedges for glass railings 12-20 mm thick, profile width 60-62 mm, profile height 100-106 mm • Aluminum P-shaped upper profile for glass railings with a th"
KAME-LI-MEVO-KAPU,Infrared film floor heating (thermal film),abstract_material,"Warm infrared film floor, specific heat output 150 W/m2, installation area",set,120.94,42.09,622.68,194.77,12,EUR,1,RIVO-MENE-KAKARI,1 m2 • ME.SA m2 • 10 m2 • 15 m2 • 2 m2 • RI.SA m2 • 20 m2 • 3 m2 • TO.SA m2 • 4 m2 • 5 m2 • 6 m2
MERI-RI-KATO-METO,Rolled thermal insulation materials with reflective effect,abstract_material,Roll roofing and waterproofing material consisting of a bitumen-polymer or bitumen-rubber binder lay,m2,12.21,12.21,12.21,12.21,1,EUR,1,RISA-KARI-KAKAME,
MERI-ME-KATO-KAVO,Polymer-filled roof tiles,abstract_material,"Polymer sand tiles, dimensions",1000 pcs,3.31,0.16,3.38,2.68,1,EUR,1,RILI-KALI-KAMETO,"315x405 mm • 400x320 mm, 420x330 mm"
MERI-ME-KATO-KATO,Bitumen strip tiles,abstract_material,Flexible tiles,m2,13.52,8.92,32.87,15.72,7,EUR,1,RILI-KALI-KAKAVO,"bitumen based on glass fiber • bitumen, with mineral granules, multilayer, glass fiber base, APP-modified bitumen • bitumen, with mineral granules, multilayer, glass fiber base, oxidized bitumen • bit"
KAME-NE-KAME-KADX,Thermal insulation boards,abstract_material,Single-layer fiberboard slabs on,m2,14.58,6.88,32.28,17.4,22,EUR,1,RISA-KAPU-KALIDX,"white cement, density 450 kg/m3, thickness 25 mm • white cement, density 570 kg/m3, thickness 15 mm • white cement, density 570 kg/m3, thickness 18 mm • white cement, density 570 kg/m3, thickness 20 m"
