resource_code,resource_name,resource_type,category,unit,unit_rate_avg,unit_rate_min,unit_rate_max,avg_cost_per_use,avg_quantity_per_use,currency,usage_count,price_variants,used_in_items_count,regions,parent_work_category,parent_collection,parent_department
DXME-KANE-KADX_KASATO,"Non-self-propelled electric logging lifts, well exploration depth up to 1000 m",equipment,Other,Machine hours,37.43,37.43,37.43,23.59,0.63,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Wells,OTHER AND SPECIAL WORK
DXME-KANE-KADX_KASATO,Electricity: consumption ME.NESA kW·h/machine-hour,electricity,Electricity,Machine hours,0.22,0.22,0.22,0.14,0.63,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Wells,OTHER AND SPECIAL WORK
DXME-KAPU-KAME_KAMEME,"Universal rotary drilling rigs on crawler tracks, torque 250-400 kNm, drilling depth up to 94 m",equipment,Other,Machine hours,234.68,234.68,234.68,221.77,0.945,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING
DXME-KARI-KAPU_KAPUTO,"Crawler-mounted auger drilling rigs, drilling diameter up to 800 mm, depth up to 20 m, torque 150-250 kNm",equipment,Other,Machine hours,108.76,108.76,108.76,9319.33,85.685,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING
MEPU-PU-KAME-KADX_KASAKAME,Two-component modified epoxy primer with low volatile organic compound content and high dry residue for protecting metal structures in wave zones,material,Steel & Metal,l,24.46,24.46,24.46,11.62,0.475,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING
DXME-KARI-KAME_KAKAME,"High-frequency variable diesel vibratory pile drivers, eccentric torque 0-48 kgm, thrust force up to 600 kN, centrifugal force up to 2960 kN",equipment,Other,Machine hours,530.19,530.19,530.19,66.28,0.125,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING
DXME-KARI-KATO_KAMEME,"Hydraulic pile drivers, impact weight 10 t, impact energy 20-200 kJ, with a hydraulic station with a capacity of up to 515 kW (700 hp)",equipment,Other,Machine hours,657.92,657.92,657.92,213.82,0.325,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING
DXME-RIKA-KALI_KAKARI,Floating conductors for submerging reinforced concrete pile shells,equipment,Other,Machine hours,73.44,73.44,73.44,167.08,2.275,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING
DXME-KARI-KATO_KAPUKA,"Hydraulic pile drivers, impact weight 14 t, impact energy 31-280 kJ, with a hydraulic station with a capacity of up to 515 kW (700 hp)",equipment,Other,Machine hours,763.67,763.67,763.67,610.94,0.8,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING
RITO-TO-KATO-KARI_KAMEMETO,"Seamless hot-rolled steel pipes with chamfered edges, made of steel grades 10, 20, 35, outer diameter 133 mm, wall thickness 5 mm",material,Steel & Metal,m,48.98,48.98,48.98,27.48,0.56,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING
RITO-TO-KATO-KARI_KAMEMESA,"Seamless hot-rolled steel pipes with chamfered edges made of steel grades 10, 20, 35, outer diameter 133 mm, wall thickness 6 mm",material,Steel & Metal,m,58.32,58.32,58.32,32.72,0.56,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",PILE DRIVING
DXME-KALI-MEKA_KAKAME,"Pneumatic shotcrete machines with electric drive for operation from mobile compressor units, capacity up to 7 m3/h",equipment,Compressors,Machine hours,1.78,1.78,1.78,9.0,5.055,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization;Work during the reconstruction of buildings and structures",DRAINAGE WELLS;STRENGTHENING OF STRUCTURES
DXME-KALI-MEKA_KAKAME,Electricity: consumption KA.SA kW·h/machine-hour,electricity,Electricity,Machine hours,0.07,0.07,0.07,0.34,5.055,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization;Work during the reconstruction of buildings and structures",DRAINAGE WELLS;STRENGTHENING OF STRUCTURES
MEVO-ME-KARI-KAME_KARIKANE,"Parallel gate valve with extendable spindle 30ch6br, flanged connection to pipeline, nominal pressure ME.KA MPa, nominal diameter 200 mm",material,Pipes & Fittings,pcs,768.76,768.76,768.76,26.91,0.035,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",DRAINAGE WELLS
KAME-LI-MESA-KAME_MEMELIKA,"Self-opening ground anchor, galvanized, maximum load capacity not less than 120 kN",material,Fasteners,pcs,367.61,367.61,367.61,367.61,1.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Pile driving, sinking wells, soil stabilization",SOIL STABILIZATION
MEPU-ME-KARI-KAPU_KAMEKALI,Cyanoacrylate adhesive,material,Other,kg,1252.84,1252.84,1252.84,3.7,0.01,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,OTHER WORKS
KATO-RI-KAME-KAME_KAKAKASA,Portland cement without additives for general construction CEM 0 52.5N,material,Concrete & Cement,t,227.97,227.97,227.97,6646.42,29.155,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures;Tunnels and subways,OPEN METHOD OF WORK;PREPARATION OF CONCRETE AND MORTAR IN CONSTRUCTION CONDITIONS
DXME-KALI-KASA_KAKATO,"Automated concrete plants, capacity 60 m3/h",equipment,Other,Machine hours,23.7,23.7,23.7,71.46,3.015,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures;Tunnels and subways,OPEN METHOD OF WORK;PREPARATION OF CONCRETE AND MORTAR IN CONSTRUCTION CONDITIONS
DXME-KALI-KASA_KAKATO,Electricity: consumption TOSA.KARI kWh/machine-hour,electricity,Electricity,Machine hours,4.67,4.67,4.67,14.08,3.015,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures;Tunnels and subways,OPEN METHOD OF WORK;PREPARATION OF CONCRETE AND MORTAR IN CONSTRUCTION CONDITIONS
RITO-NE-KAME-KAME_KAKAKARI,"Cast iron sewer pipes, length 2 m, nominal diameter 100 mm, wall thickness PU.SA mm",material,Steel & Metal,m,44.96,44.96,44.96,2311.97,51.42,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Internal piping;Monolithic concrete and reinforced concrete structures,ERECTING STRUCTURES IN STANDARD FORMWORK (CONCRETE DELIVERY BY CONCRETE PUMP);PIPING FROM CAST IRON PIPES
KAME-LI-KALI-MERI_KAKARINE,"Polyethylene film with anchor ribs, thickness ME.NE mm",material,Fasteners,m2,17.26,17.26,17.26,1812.47,105.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
KAVO-ME-KARI-MELI_KAMEPUPU,"Woven galvanized wire mesh, wire diameter KA.NE mm, mesh size 4x4 mm",material,Other,m2,6.04,6.04,6.04,93.22,15.43,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
MEPU-PU-KAPU-MERI_KAKAMEDX,EP-5285 enamel,material,Paint & Coatings,t,10029.8,10029.8,10029.8,29.09,0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
RITO-VO-KATO-KAME_KAKAKAME,"Transport plug for non-concreted steel pipes made of waterproof material, disposable, frost resistance not less than -40 °C, diameter 219 mm",material,Concrete & Cement,pcs,9.99,9.99,9.99,999.23,100.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
MERI-ME-KARI-MESA_KAKADXTO,"Rolled bitumen-polymer waterproofing material for waterproofing reinforced concrete slabs of bridge structures and roads, weldable, polyester fabric base, flexibility not lower than -25 °C, weight 1 m",material,Concrete & Cement,m2,17.35,17.35,17.35,2976.2,171.5,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
KAME-LI-MESA-KALI_KAKADXPU,"Galvanized steel dowel nails with washers, diameter PU.SA mm, length 60 mm",material,Steel & Metal,kg,6.68,6.68,6.68,26.7,4.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures;Motorways,CONSTRUCTION OF FOUNDATIONS AND COVERINGS;STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
KAME-LI-MEDX-KAVO,Rubber pressure hoses,material,Rubber & Gaskets,m,43.43,43.43,43.43,2403.41,55.335,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
MEVO-TO-KAME-KAME,Connecting and discharge heads,material,Other,pcs,5.04,5.04,5.04,27.89,5.535,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
MEVO-ME-KADX-KAVO_KAMEDXTO,"Full-bore brass ball valve with internal threaded connection, nominal pressure PU.KA MPa, nominal diameter 40 mm",material,Pipes & Fittings,pcs,89.38,89.38,89.38,1339.31,14.985,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
KAME-LI-MEME-KALI_KAMENEVO,"Welding electrodes for welding low-alloy and carbon steels MP-3, diameter 4-5 mm",material,Steel & Metal,t,3582.86,3582.86,3582.86,895.89,0.5,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
MERI-RI-KAPU-KAME_KAKAKANE,"Basalt fiber mats laminated with aluminum foil on one side, density 110 kg/m3, thermal conductivity not exceeding KA.KATORI W/(m*K), maximum temperature of the insulated surface from -200 to +700 °C, ",material,Insulation,m2,18.93,18.93,18.93,568.01,30.005,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
RIPU-TO-KATO-METO_KAKATOPU,"Polyethylene pressure pipes, except for PE100 gas pipes, for water transportation, standard dimensional ratio SDR13.6, nominal outer diameter 250 mm, wall thickness MEVO.PU mm",material,Pipes & Fittings,m,63.79,63.79,63.79,2721.8,42.665,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
RIKA-RI-KARI-KATO,Protective covers,material,Other,pcs,20.45,20.45,20.45,2044.65,100.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
MEVO-ME-KADX-KAVO_MEKAPURI,"Brass ball valve, threaded connection, nominal diameter 20 mm",material,Pipes & Fittings,pcs,33.47,33.47,33.47,68.62,2.05,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
DXME-MELI-KAPU_MEVOME,"Electrohydraulic machines for automatic butt welding using continuous melting and melting with preheating of rolled metal, welded cross-sectional area from 113 to 2000 mm2",equipment,Welding Equipment,Machine hours,53.58,53.58,53.58,24.91,0.465,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
DXME-MELI-KAPU_MEVOME,Electricity: consumption SANE.LINE kW·h/machine-hour,electricity,Electricity,Machine hours,7.57,7.57,7.57,3.52,0.465,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,STRUCTURES OF NUCLEAR POWER PLANT BUILDINGS
MEME-RI-MEME-KANE_KAKAMEPU,"Birch plywood faced with film on both sides, with a smooth surface on both sides, grade I/I, thickness 21 mm",material,Wood & Timber,m3,1320.64,1320.64,1320.64,6.33,0.01,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Monolithic concrete and reinforced concrete structures,CONSTRUCTION OF MONOLITHIC REINFORCED CONCRETE STRUCTURES OF ENGINEERING FACILITIES USING INDUSTRIAL FORMWORK BY OPEN METHOD
KASA-ME-KASA-KAME,Foundation beams,material,Steel & Metal,pcs,909.41,909.41,909.41,90941.15,100.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Precast concrete and reinforced concrete structures,INDUSTRIAL BUILDINGS AND STRUCTURES
KAPU-ME-KARI-KASA_KAMEPURI,"Heavy concrete mixes (BST) on gravel aggregate, class B22.5, F(1)150, W4",material,Concrete & Cement,m3,132.95,132.95,132.95,21.21,0.16,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Precast concrete and reinforced concrete structures,INDUSTRIAL BUILDINGS AND STRUCTURES
KAME-LI-KANE-METO_KAKAKATO,"Polyethylene water barrier screen, thickness up to 2 mm",material,Water & Utilities,kg,21.78,21.78,21.78,75.89,3.485,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Precast concrete and reinforced concrete structures,CONSTRUCTION OF GRAIN STORAGE AND PROCESSING FACILITIES
METO-ME-KAME-KAME_KAKAKAME,"Marble chips, fraction from KA.RI to KA.SA mm",material,Other,t,254.02,254.02,254.02,1.29,0.01,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS,"Glazing, wallpapering, and tiling work;Precast concrete and reinforced concrete structures","FACING WORKS;RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
RITO-TO-KASA-KAME_KAKAMETO,"Seamless cold-formed steel pipes made of corrosion-resistant steel, grade 12X18H10T, outer diameter 25 mm, wall thickness TO.KA mm",material,Steel & Metal,m,26.79,26.79,26.79,187.92,7.015,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Precast concrete and reinforced concrete structures;Tunnels and subways,"OPEN METHOD OF WORK;RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
KASA-ME-KALI-MERI,Loggia and balcony railings,material,Other,pcs,761.8,761.8,761.8,76179.88,100.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Precast concrete and reinforced concrete structures,"RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
KAVO-TO-KALI-KAME_KAKANEME,"Hot-rolled steel strip, steel grades St3sp, St3ps, dimensions 120x6 mm",material,Steel & Metal,t,1753.15,1753.15,1753.15,480.98,0.275,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Industrial furnaces and pipes;Precast concrete and reinforced concrete structures,"ELECTROLYSERS FOR THE ALUMINUM INDUSTRY;RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
MEPU-PU-KAME-MELI_KAKAKAPU,Single-component zinc-filled polyurethane primer cured by air moisture for long-term anti-corrosion protection of metal,material,Steel & Metal,kg,15.15,15.15,15.15,258.06,17.03,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Precast concrete and reinforced concrete structures;Protection of building structures and equipment from corrosion,"COATING WITH PAINT AND VARNISH MATERIALS;RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
MERI-RI-KAPU-MERI_KAKANERI,"Mineral wool bags stitched into a woven wire mesh cover with square cells, grade 200, mineral wool layer thickness 120 mm",material,Insulation,m3,227.25,227.25,227.25,222.71,0.98,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Precast concrete and reinforced concrete structures,"RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
KAVO-ME-KARI-KATO_KAKAMEME,"Galvanized steel flashing strip, dimensions 250x147x2000 mm, thickness KA.SA mm",material,Steel & Metal,kg,9.65,9.65,9.65,0.48,0.05,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS,Precast concrete and reinforced concrete structures;Walls,"RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES;WALLS"
KAME-LI-KALI-RINE_KAKARITO,"Foamed polyethylene thermal insulation sealing cord, round solid cross-section, density 25-40 kg/m³, diameter 6 mm",material,Insulation,100 m,5.78,5.78,5.78,5.26,0.91,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Floors;Precast concrete and reinforced concrete structures,"FLOORS;RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
KAME-LI-KANE-KAME,Sealing tapes for waterproofing and vapor barrier,material,Waterproofing,m,0.47,0.47,0.47,50.28,106.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Precast concrete and reinforced concrete structures;Thermal insulation works,"RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES;THERMAL INSULATION WORK"
KAPU-TO-KARI-KAVO,Dry polystyrene concrete mixes,material,Concrete & Cement,m3,5.17,5.17,5.17,6.96,1.35,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Precast concrete and reinforced concrete structures,"RESIDENTIAL, PUBLIC, AND ADMINISTRATIVE AND UTILITY BUILDINGS OF INDUSTRIAL ENTERPRISES"
MEPU-PU-KATO-MEPU_KAKAMEME,"A solution of cresol-formaldehyde resin, polyvinyl butyral, and linseed oil monoglyceride in a mixture of ethyl alcohol and cyclohexanone, used to coat metal products to protect them from corrosion",material,Steel & Metal,t,10760.44,10760.44,10760.44,20.45,0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Precast concrete and reinforced concrete structures,ENGINEERING HEATING NETWORK STRUCTURES
KAME-LI-KALI-RIDX_KAMEVOME,"Plastic spray nozzles, diameter 28 mm",material,Other,1000 pcs,540.84,540.84,540.84,55.44,0.1,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,"Landscaping, protective forest plantations;Precast concrete and reinforced concrete structures",CHRYSOTILE CEMENT STRUCTURES;LANDSCAPING
KAPU-TO-KARI-KADX_KAVOMEME,"Dry construction mixtures, waterproofing, penetrating",material,Waterproofing,kg,7.14,7.14,7.14,455.75,63.8,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Brick and block structures,"STONE STRUCTURES, WATERPROOFING AND FOUNDATION BASES"
KAME-LI-MESA-KALI_KARIMENE,"Plastic screw dowel for fastening drainage membranes to extruded insulation, length 50 mm",material,Insulation,pcs,1.7,1.7,1.7,2213.93,1300.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Brick and block structures,"STONE STRUCTURES, WATERPROOFING AND FOUNDATION BASES"
KALI-RI-KANE-KANE_KAMEKAKA,Z-shaped PVC pressure strip for protecting the upper edge of the drainage membrane,material,Waterproofing,100 m,575.1,575.1,575.1,258.8,0.45,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Brick and block structures,"STONE STRUCTURES, WATERPROOFING AND FOUNDATION BASES"
MERI-ME-KARI-MEKA_KAMEDXKA,"Profiled drainage membrane made of high-density polyethylene (HDPE) with a filter layer of thermally bonded geotextile, flammability class G4, compressive strength not less than 580 kN/m2, stud height",material,Insulation,m2,20.11,20.11,20.11,2413.6,120.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Brick and block structures,"STONE STRUCTURES, WATERPROOFING AND FOUNDATION BASES"
MERI-RI-KATO-KAVO_KAKAKAME,"Technical cork insulation gaskets (plates), thickness 2 mm",material,Insulation,m2,6.5,6.5,6.5,64.98,10.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS,Brick and block structures;Partitions,PARTITIONS
MEDX-ME-KAPU-KAME_KAKATOME,"Cylindrical exhaust deflector, type TsAGI No. 3, pipe diameter 280 mm",material,Pipes & Fittings,pcs,44.51,44.51,44.51,44.51,1.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK;REPAIR AND CONSTRUCTION WORKS,Brick and block structures;Other repair and construction work,GARBAGE CHUTES;OTHER REPAIR AND CONSTRUCTION WORKS
KAVO-ME-KASA-KATO_MEKARIRI,"Metal fastening clamp for fastening the apron of the garbage chute shaft, width 60 mm, clamp diameter 280 mm",material,Steel & Metal,pcs,5.58,5.58,5.58,5.58,1.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Brick and block structures,GARBAGE CHUTES
RIPU-RI-KAPU-KAME_MEKAMERI,"Flexible reinforced water supply hoses, anti-vibration, complete with gaskets, diameter 15 mm, length 500 mm",material,Water & Utilities,set,3.2,3.2,3.2,6.39,2.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Brick and block structures,GARBAGE CHUTES
KAPU-TO-KARI-KAME_KANEKARI,"Cement-based dry self-leveling compounds for leveling floor bases, screeds, layer thickness 10-30 mm, class B20 (M250), manual application",material,Concrete & Cement,t,260.49,260.49,260.49,123.73,0.475,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Brick and block structures,GARBAGE CHUTES
KAME-LI-MESA-KAVO_KAKARIRI,"Steel rivets with semi-circular heads, diameter 4 mm, length 10 mm",material,Steel & Metal,t,8246.7,8246.7,8246.7,2.06,0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Brick and block structures;Metal building structures,ENCLOSING STRUCTURES OF BUILDINGS AND STRUCTURES;HEATING STOVES AND FIREPLACES
KANE-RI-KASA-KAME,Standard tiles,material,Other,m2,774.57,774.57,774.57,40664.78,52.5,EUR,2,1,1,ENG_TORONTO,CONSTRUCTION WORK,Brick and block structures,HEATING STOVES AND FIREPLACES
KAVO-RI-KARI-KATO_KAKATOKA,"Double-twisted rope LK-O, construction 6x19(1+9+9)+1 o.s., grade B, made of uncoated wire, marking group 1570-1860 N/mm2, diameter MELI.SA mm",material,Other,10 m,49.41,49.41,49.41,0.24,0.01,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Metal building structures,STRUCTURES
KALI-ME-KARI-KATO,Steel window block structures,material,Steel & Metal,t,3418.81,3418.81,3418.81,3418.81,1.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Metal building structures,ENCLOSING STRUCTURES OF BUILDINGS AND STRUCTURES
KAME-LI-KAPU-KAME,Door closers,material,Other,pcs,91.2,91.2,91.2,4605.59,50.5,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Metal building structures;Wooden structures,ENCLOSING STRUCTURES OF BUILDINGS AND STRUCTURES;WOODEN STRUCTURES
KALI-ME-KAME-KAME,Fire-resistant metal door,material,Steel & Metal,pcs,533.21,533.21,533.21,5332.09,10.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Metal building structures,ENCLOSING STRUCTURES OF BUILDINGS AND STRUCTURES
MEPU-SA-KAME-KAME_KAKAMERI,"Universal acrylic sealant for filling joints and cracks, sealing joints",material,Rubber & Gaskets,l,10.09,10.09,10.09,30.81,3.055,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Metal building structures,ENCLOSING STRUCTURES OF BUILDINGS AND STRUCTURES
KALI-ME-KATO-KASA,"Protective grilles made of hot-rolled, cold-formed profiles and pipes",material,Pipes & Fittings,t,14033.49,14033.49,14033.49,14033.49,1.0,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Metal building structures,ENCLOSING STRUCTURES OF BUILDINGS AND STRUCTURES
DXME-RIME-RIRI_PUVOME,"Vacuum grippers for glass, working load up to 400 kg",equipment,Other,Machine hours,0.44,0.44,0.44,1.91,4.37,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Metal building structures,ENCLOSING STRUCTURES OF BUILDINGS AND STRUCTURES
KAME-ME-KARI-KAVO_KAKAMEDX,"PMB paronite gaskets, thickness 4 mm, diameter 80 mm",material,Rubber & Gaskets,1000 pcs,605.99,605.99,605.99,39.09,0.065,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Metal building structures,MISCELLANEOUS WORKS
KALI-RI-KANE-KANE_MEKAMEKA,"P-shaped painted aluminum bracket for ventilated curtain walls, thickness RI.RI mm, dimensions 150x100x56 mm",material,Paint & Coatings,pcs,10.25,10.25,10.25,558.77,54.5,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Metal building structures,MISCELLANEOUS WORKS
KADX-PU-KATO-MEME_KAKAVOME,Aluminum alloy window sills and framing parts,material,Glass & Glazing,t,8727.38,8727.38,8727.38,67.2,0.01,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Metal building structures,MISCELLANEOUS WORKS
MEKA-ME-KARI-KARI_MEKAPUNE,"Aluminum sheets made of AMts and AV alloys, thickness RI.SA-PU.SA mm",material,Other,t,10703.2,10703.2,10703.2,58.87,0.01,EUR,2,1,2,ENG_TORONTO,CONSTRUCTION WORK,Metal building structures,MISCELLANEOUS WORKS
